Version,TestID,TestName,Result,Status,ST,MC,BC,HD,ED,CMC,TM
4,C_3_M_6,org.apache.commons.lang3.ArrayUtilsRemoveTest::testRemoveDoubleArray,0,Modified,29,4,0,0,2343,0.75,0
4,C_3_M_7,org.apache.commons.lang3.ArrayUtilsRemoveTest::testRemoveFloatArray,0,Modified,29,4,0,0,2343,0.75,0
4,C_3_M_8,org.apache.commons.lang3.ArrayUtilsRemoveTest::testRemoveIntArray,0,Modified,29,4,0,0,2343,0.75,0
4,C_3_M_9,org.apache.commons.lang3.ArrayUtilsRemoveTest::testRemoveLongArray,0,Modified,29,4,0,0,2343,0.75,0
4,C_3_M_10,org.apache.commons.lang3.ArrayUtilsRemoveTest::testRemoveShortArray,0,Modified,29,4,0,0,2343,0.75,0
4,C_4_M_1,org.apache.commons.lang3.ClassUtilsTest::testConstructor,0,Modified,7,3,0.333333333,0.004118465,2316,0.333333333,0
4,C_4_M_2,org.apache.commons.lang3.ClassUtilsTest::test_getAllSuperclasses_Class,0,Modified,6,3,0.333333333,0.004118465,2316,0.333333333,0
4,C_4_M_3,org.apache.commons.lang3.ClassUtilsTest::test_getAllInterfaces_Class,0,Modified,10,4,0.25,0.003614779,2343,0.25,0
4,C_4_M_4,org.apache.commons.lang3.ClassUtilsTest::test_convertClassNamesToClasses_List,0,Modified,20,3,0.333333333,0.004118465,2316,0.333333333,0
4,C_4_M_5,org.apache.commons.lang3.ClassUtilsTest::test_convertClassesToClassNames_List,0,Modified,20,3,0.333333333,0.004118465,2316,0.333333333,0
4,C_4_M_6,org.apache.commons.lang3.ClassUtilsTest::test_isAssignable_ClassArray_ClassArray,0,Modified,23,19,0.736842105,0.023744301,3294,0.526315789,0
4,C_4_M_7,org.apache.commons.lang3.ClassUtilsTest::test_isAssignable_ClassArray_ClassArray_Autoboxing,0,Modified,22,7,0.428571429,0.003420789,2464,0.285714286,0
4,C_4_M_8,org.apache.commons.lang3.ClassUtilsTest::test_isAssignable_ClassArray_ClassArray_NoAutoboxing,0,Modified,22,5,0.4,0.00368511,2375,0.4,0
4,C_4_M_9,org.apache.commons.lang3.ClassUtilsTest::test_isAssignable,0,Modified,22,17,0.882352941,0.025597491,3134,0.529411765,0
4,C_4_M_10,org.apache.commons.lang3.ClassUtilsTest::test_isAssignable_DefaultUnboxing_Widening,0,Modified,66,16,0.875,0.025799567,3056,0.5625,0
4,C_4_M_11,org.apache.commons.lang3.ClassUtilsTest::testPrimitivesToWrappers,0,Modified,15,4,0.5,0.00393713,2343,0.25,0
4,C_4_M_12,org.apache.commons.lang3.ClassUtilsTest::testWrapperToPrimitive,0,Modified,7,4,0.5,0.00393713,2343,0.25,0
4,C_4_M_13,org.apache.commons.lang3.ClassUtilsTest::testWrappersToPrimitives,0,Modified,8,4,0.25,0.003614779,2343,0.25,0
4,C_4_M_14,org.apache.commons.lang3.ClassUtilsTest::testWrappersToPrimitivesNull,0,Modified,5,4,0.25,0.003614779,2343,0.25,0
4,C_4_M_15,org.apache.commons.lang3.ClassUtilsTest::testWrappersToPrimitivesEmpty,0,Modified,3,3,0.333333333,0.004118465,2316,0.333333333,0
4,C_4_M_16,org.apache.commons.lang3.ClassUtilsTest::testShowJavaBug,0,Modified,8,1,0,0,2310,0,0
4,C_4_M_17,org.apache.commons.lang3.ClassUtilsTest::testGetPublicMethod,0,Modified,11,6,0.166666667,0.002930292,2413,0.166666667,0
4,C_4_M_18,org.apache.commons.lang3.ClassUtilsTest::testToClass_object,0,Modified,8,3,1,0.010841154,2316,0.333333333,1
4,C_5_M_1,org.apache.commons.lang3.CharUtilsTest::testConstructor,0,Modified,7,2,0,0,2310,0,0
4,C_5_M_2,org.apache.commons.lang3.CharUtilsTest::testToCharacterObject_char,0,Modified,18,4,0.25,0.009694595,2343,0.75,0
4,C_5_M_3,org.apache.commons.lang3.CharUtilsTest::testToChar_Character,0,Modified,7,2,0,0,2310,0.5,0
4,C_5_M_4,org.apache.commons.lang3.CharUtilsTest::testToChar_String,0,Modified,11,3,0.333333333,0.011028962,2316,0.666666667,0
4,C_5_M_5,org.apache.commons.lang3.CharUtilsTest::testToIntValue_char,0,Modified,15,3,0,0,2316,0.666666667,0
4,C_5_M_6,org.apache.commons.lang3.CharUtilsTest::testToIntValue_Character,0,Modified,11,4,0,0,2343,0.75,0
4,C_5_M_7,org.apache.commons.lang3.CharUtilsTest::testToString_char,0,Modified,20,2,0,0,2310,0.5,0
4,C_5_M_8,org.apache.commons.lang3.CharUtilsTest::testToUnicodeEscaped_char,0,Modified,10,2,0,0,2310,0.5,0
4,C_6_M_1,org.apache.commons.lang3.BooleanUtilsTest::testConstructor,0,Modified,7,2,0,0,2310,0,0
4,C_6_M_2,org.apache.commons.lang3.BooleanUtilsTest::test_toBoolean_Integer_Integer_Integer,0,Modified,7,2,0,0,2310,0.5,0
4,C_6_M_3,org.apache.commons.lang3.BooleanUtilsTest::test_toBooleanObject_Integer_Integer_Integer_Integer,0,Modified,10,2,0,0,2310,0.5,0
4,C_6_M_4,org.apache.commons.lang3.BooleanUtilsTest::test_toIntegerObject_boolean_Integer_Integer,0,Modified,5,2,0,0,2310,0.5,0
4,C_6_M_5,org.apache.commons.lang3.BooleanUtilsTest::test_toIntegerObject_Boolean_Integer_Integer_Integer,0,Modified,8,2,0,0,2310,0.5,0
4,C_7_M_1,org.apache.commons.lang3.LocaleUtilsTest::testConstructor,0,Modified,7,5,0.6,0.036764706,2375,0.2,1
4,C_7_M_2,org.apache.commons.lang3.LocaleUtilsTest::testToLocale_1Part,0,Modified,42,6,0.666666667,0.034347072,2413,0.166666667,1
4,C_7_M_3,org.apache.commons.lang3.LocaleUtilsTest::testToLocale_2Part,0,Modified,33,6,0.666666667,0.034347072,2413,0.166666667,1
4,C_7_M_4,org.apache.commons.lang3.LocaleUtilsTest::testToLocale_3Part,0,Modified,19,17,0.941176471,0.0370441,3134,0.529411765,1
4,C_7_M_5,org.apache.commons.lang3.LocaleUtilsTest::testAvailableLocaleList,0,Modified,9,5,0.6,0.036764706,2375,0.2,1
4,C_7_M_6,org.apache.commons.lang3.LocaleUtilsTest::testAvailableLocaleSet,0,Modified,10,6,0.5,0.031732693,2413,0.166666667,1
4,C_7_M_7,org.apache.commons.lang3.LocaleUtilsTest::testIsAvailableLocale,0,Modified,9,5,0.6,0.036764706,2375,0.2,1
