Version,TestID,TestName,Result,Status,ST,MC,BC,HD,ED,CMC,TM
20,C_3_M_1,org.joda.time.format.TestDateTimeFormatterBuilder::test_printParseZoneDawsonCreek,1,New,6,294,0.959183673,0.616396506,8780,0,0
19,C_1_M_1,org.joda.time.TestDateTimeZoneCutover::testDateTimeCreation_athens,0,New,5,332,0.990963855,0.693715793,9374,0,0
19,C_1_M_2,org.joda.time.TestDateTimeZoneCutover::testDateTimeCreation_paris,0,New,5,332,0.990963855,0.693715793,9374,0,0
19,C_1_M_3,org.joda.time.TestDateTimeZoneCutover::testDateTimeCreation_london,1,New,5,327,0.996941896,0.697627352,9318,0,0
19,C_1_M_4,org.joda.time.TestDateTimeZoneCutover::testDateTimeCreation_newYork,0,New,5,330,0.993939394,0.695514903,9349,0,0
19,C_1_M_5,org.joda.time.TestDateTimeZoneCutover::testDateTimeCreation_losAngeles,0,New,5,330,0.993939394,0.695514903,9349,0,0
18,C_1_M_1,org.joda.time.TestMutablePeriod_Basics::testSerialization,0,New,12,206,0.946601942,0.471272472,9117,0,0
18,C_2_M_1,org.joda.time.chrono.TestGJChronology::testLeapYearRulesConstruction,1,New,5,279,0.964157706,0.525245613,9326,0,0
18,C_2_M_2,org.joda.time.chrono.TestGJChronology::testLeapYearRulesConstructionInvalid,0,New,6,279,0.964157706,0.525245613,9326,0,0
17,C_1_M_1,org.joda.time.TestPeriodType::testForFields4,0,Modified,6,72,0.597222222,0.103777867,9262,0.027777778,0
17,C_1_M_2,org.joda.time.TestPeriodType::testForFields7,0,New,8,73,0.589041096,0.103372839,9263,0.02739726,0
17,C_2_M_1,org.joda.time.TestDateTimeZoneCutover::testBug3192457_adjustOffset,0,Modified,11,291,0.969072165,0.629276437,9677,0.003436426,0
17,C_2_M_2,org.joda.time.TestDateTimeZoneCutover::testBug3476684_adjustOffset,1,New,11,317,0.981072555,0.667569976,9872,0.003154574,0
17,C_2_M_3,org.joda.time.TestDateTimeZoneCutover::testBug3476684_adjustOffset_springGap,0,New,11,260,0.976923077,0.590013761,9512,0.003846154,0
17,C_3_M_1,org.joda.time.format.TestPeriodFormat::test_wordBased_default,0,New,3,267,0.928838951,0.501410731,9545,0.003745318,0
17,C_3_M_2,org.joda.time.format.TestPeriodFormat::test_wordBased_fr_from_de,0,New,4,266,0.932330827,0.502700656,9540,0.003759398,0
17,C_3_M_3,org.joda.time.format.TestPeriodFormat::test_wordBased_fr_from_nl,0,New,4,266,0.932330827,0.502700656,9540,0.003759398,0
17,C_3_M_4,org.joda.time.format.TestPeriodFormat::test_wordBased_en_from_de,0,New,4,266,0.932330827,0.502700656,9540,0.003759398,0
17,C_3_M_5,org.joda.time.format.TestPeriodFormat::test_wordBased_en_from_nl,0,New,4,266,0.932330827,0.502700656,9540,0.003759398,0
17,C_4_M_1,org.joda.time.tz.TestCachedDateTimeZone::test_caching,0,New,4,31,0.838709677,0.095353538,9223,0.032258065,0
17,C_4_M_2,org.joda.time.tz.TestCachedDateTimeZone::testSerialization,0,New,12,33,0.787878788,0.093663646,9223,0.03030303,0
16,C_1_M_1,org.joda.time.TestPartial_Constructors::testConstructorEx_Partial,0,New,7,223,0.968609865,0.555259042,9730,0.00896861,0
16,C_2_M_1,org.joda.time.TestPeriod_Basics::testMultipliedBy,0,New,43,257,0.93385214,0.522923113,9818,0.011673152,0
16,C_2_M_2,org.joda.time.TestPeriod_Basics::testNegated,0,New,20,256,0.93359375,0.523683874,9815,0.015625,0
16,C_3_M_1,org.joda.time.TestDateTimeZone::testForTimeZone_TimeZone,0,Modified,27,60,0.916666667,0.122607051,9567,0.1,0
16,C_4_M_1,org.joda.time.field.TestFieldUtils::testSafeMultiplyLongLong,0,New,37,4,0,0,9540,0,0
16,C_5_M_1,org.joda.time.format.TestDateTimeFormatter::testParseInto_monthOnly,1,New,5,448,0.973214286,0.634090383,12544,0.008928571,0
16,C_5_M_2,org.joda.time.format.TestDateTimeFormatter::testParseInto_monthOnly_baseStartYear,1,New,5,441,0.972789116,0.632302494,12376,0.009070295,0
16,C_5_M_3,org.joda.time.format.TestDateTimeFormatter::testParseInto_monthOnly_parseStartYear,1,New,5,441,0.972789116,0.632302494,12376,0.009070295,0
16,C_5_M_4,org.joda.time.format.TestDateTimeFormatter::testParseInto_monthOnly_baseEndYear,1,New,5,441,0.972789116,0.632302494,12376,0.009070295,0
16,C_5_M_5,org.joda.time.format.TestDateTimeFormatter::testParseInto_monthOnly_parseEndYear,1,New,5,441,0.972789116,0.632302494,12376,0.009070295,0
16,C_5_M_6,org.joda.time.format.TestDateTimeFormatter::testParseInto_monthDay_feb29,1,New,5,449,0.973273942,0.63322042,12572,0.008908686,0
16,C_5_M_7,org.joda.time.format.TestDateTimeFormatter::testParseInto_monthDay_withDefaultYear_feb29,1,New,5,448,0.975446429,0.634535148,12544,0.008928571,0
15,C_1_M_1,org.joda.time.field.TestFieldUtils::testSafeMultiplyLongInt,1,New,33,4,0,0,12649,0,0
14,C_1_M_1,org.joda.time.TestMonthDay_Basics::testPlusMonths_int_fromLeap,1,New,5,444,0.891891892,0.575579783,16004,0,0
14,C_1_M_2,org.joda.time.TestMonthDay_Basics::testPlusMonths_int_negativeFromLeap,1,New,5,444,0.891891892,0.575579783,16004,0,0
14,C_1_M_3,org.joda.time.TestMonthDay_Basics::testPlusMonths_int_endOfMonthAdjust,0,New,5,450,0.88,0.573145502,16200,0,0
14,C_1_M_4,org.joda.time.TestMonthDay_Basics::testPlusMonths_int_negativeEndOfMonthAdjust,1,New,5,464,0.862068966,0.564234174,16704,0,0
14,C_1_M_5,org.joda.time.TestMonthDay_Basics::testPlusDays_int_fromLeap,1,New,5,445,0.88988764,0.574445148,16030,0,0
14,C_1_M_6,org.joda.time.TestMonthDay_Basics::testPlusDays_int_negativeFromLeap,0,New,5,447,0.881431767,0.574919632,16096,0,0
14,C_1_M_7,org.joda.time.TestMonthDay_Basics::testMinusMonths_int_fromLeap,1,New,5,445,0.88988764,0.574445148,16030,0,0
14,C_1_M_8,org.joda.time.TestMonthDay_Basics::testMinusMonths_int_negativeFromLeap,1,New,5,445,0.88988764,0.574445148,16030,0,0
14,C_1_M_9,org.joda.time.TestMonthDay_Basics::testMinusMonths_int_endOfMonthAdjust,1,New,5,465,0.860215054,0.563156755,16740,0,0
14,C_1_M_10,org.joda.time.TestMonthDay_Basics::testMinusMonths_int_negativeEndOfMonthAdjust,0,New,5,451,0.87804878,0.572025894,16236,0,0
14,C_1_M_11,org.joda.time.TestMonthDay_Basics::testMinusDays_int_fromLeap,0,New,5,448,0.879464286,0.573791002,16129,0,0
14,C_1_M_12,org.joda.time.TestMonthDay_Basics::testMinusDays_int_negativeFromLeap,1,New,5,446,0.887892377,0.573314985,16063,0,0
13,C_1_M_1,org.joda.time.TestDateTimeUtils::test_julianDay,0,New,32,325,0.963076923,0.592188772,17308,0.018461538,0
13,C_2_M_1,org.joda.time.format.TestDateTimeFormatterBuilder::test_append_Printer,0,Modified,12,241,0.962655602,0.531701038,16718,0.008298755,0
13,C_2_M_2,org.joda.time.format.TestDateTimeFormatterBuilder::test_append_nullPrinter,0,New,7,32,0.90625,0.076316525,16279,0.03125,0
13,C_2_M_3,org.joda.time.format.TestDateTimeFormatterBuilder::test_append_Parser,0,New,12,244,0.983606557,0.52556055,16730,0.008196721,0
13,C_2_M_4,org.joda.time.format.TestDateTimeFormatterBuilder::test_append_nullParser,0,New,7,32,0.96875,0.077351377,16279,0.03125,0
13,C_2_M_5,org.joda.time.format.TestDateTimeFormatterBuilder::test_append_Printer_nullParser,0,New,10,38,0.894736842,0.082849802,16290,0.026315789,0
13,C_2_M_6,org.joda.time.format.TestDateTimeFormatterBuilder::test_append_nullPrinter_Parser,0,New,10,37,0.918918919,0.083295869,16288,0.027027027,0
13,C_2_M_7,org.joda.time.format.TestDateTimeFormatterBuilder::test_appendOptional_Parser,0,New,12,245,0.983673469,0.52522586,16734,0.008163265,0
13,C_2_M_8,org.joda.time.format.TestDateTimeFormatterBuilder::test_appendOptional_nullParser,0,New,7,32,0.96875,0.077774168,16279,0.03125,0
13,C_2_M_9,org.joda.time.format.TestDateTimeFormatterBuilder::test_printParseShortName,0,Modified,14,322,0.98447205,0.615537584,17272,0.02173913,0
13,C_2_M_10,org.joda.time.format.TestDateTimeFormatterBuilder::test_printParseShortNameWithLookup,0,Modified,19,341,0.982404692,0.611082403,17562,0.020527859,0
13,C_2_M_11,org.joda.time.format.TestDateTimeFormatterBuilder::test_printParseShortNameWithAutoLookup,0,New,22,342,0.976608187,0.607863965,17579,0.023391813,0
13,C_2_M_12,org.joda.time.format.TestDateTimeFormatterBuilder::test_printParseLongName,0,Modified,14,322,0.98447205,0.615537584,17272,0.02173913,0
13,C_2_M_13,org.joda.time.format.TestDateTimeFormatterBuilder::test_printParseLongNameWithLookup,0,Modified,19,341,0.982404692,0.611082403,17562,0.020527859,0
13,C_3_M_1,org.joda.time.format.TestISOPeriodFormat::testFormatStandard_negative,1,New,13,282,0.925531915,0.458273808,16929,0.017730496,0
12,C_1_M_1,org.joda.time.TestMutableDateTime_Sets::testSetDate_RI_same,0,New,11,300,0.953333333,0.587969264,17361,0.013333333,0
12,C_1_M_2,org.joda.time.TestMutableDateTime_Sets::testSetDate_RI_different1,0,New,11,301,0.953488372,0.587075498,17370,0.013289037,0
12,C_1_M_3,org.joda.time.TestMutableDateTime_Sets::testSetDate_RI_different2,0,New,11,301,0.953488372,0.587075498,17370,0.013289037,0
12,C_2_M_1,org.joda.time.TestLocalDateTime_Constructors::testFactory_fromCalendarFields,0,New,5,355,0.971830986,0.623157401,18155,0.011267606,0
12,C_2_M_2,org.joda.time.TestLocalDateTime_Constructors::testFactory_fromCalendarFields_beforeYearZero1,1,New,6,408,0.955882353,0.652232409,19206,0.009803922,0
12,C_2_M_3,org.joda.time.TestLocalDateTime_Constructors::testFactory_fromCalendarFields_beforeYearZero3,1,New,6,408,0.955882353,0.652232409,19206,0.009803922,0
12,C_2_M_4,org.joda.time.TestLocalDateTime_Constructors::testFactory_fromCalendarFields_null,0,New,6,347,0.982708934,0.627368115,18011,0.011527378,0
12,C_2_M_5,org.joda.time.TestLocalDateTime_Constructors::testFactory_fromDateFields_after1970,0,New,5,355,0.971830986,0.623157401,18155,0.014084507,0
12,C_2_M_6,org.joda.time.TestLocalDateTime_Constructors::testFactory_fromDateFields_before1970,0,New,5,355,0.971830986,0.623157401,18155,0.014084507,0
12,C_2_M_7,org.joda.time.TestLocalDateTime_Constructors::testFactory_fromDateFields_beforeYearZero1,1,New,6,408,0.955882353,0.652232409,19206,0.012254902,0
