Version,TestID,TestName,Result,Status,ST,MC,BC,HD,ED,CMC,TM,IBC
1,C_1_M_1,org.apache.commons.math3.analysis.differentiation.DSCompilerTest::testSize,0,Modified,8,15,0.266666667,0.002440745,6549,0,0,0.266666667
1,C_2_M_1,org.apache.commons.math3.analysis.differentiation.DerivativeStructureTest::testCreateConstant,0,New,6,19,0.157894737,5.31E-04,6712,0.052631579,0,0.157894737
1,C_2_M_2,org.apache.commons.math3.analysis.differentiation.DerivativeStructureTest::testReciprocal,0,Modified,9,28,0.392857143,0.006762173,7245,0.035714286,0,0.392857143
1,C_2_M_3,org.apache.commons.math3.analysis.differentiation.DerivativeStructureTest::testPowDoubleDS,0,New,42,41,0.463414634,0.009181652,8324,0.048780488,0,0.463414634
1,C_2_M_4,org.apache.commons.math3.analysis.differentiation.DerivativeStructureTest::testLog,0,Modified,12,17,0.529411765,0.005872006,6624,0,0,0.529411765
1,C_3_M_1,org.apache.commons.math3.analysis.polynomials.PolynomialsUtilsTest::testJacobiEvaluationAt1,0,Modified,10,30,0.6,0.010658013,7382,0,0,0.6
1,C_4_M_1,org.apache.commons.math3.fitting.GaussianCurveFitterTest::testFit01,0,New,6,130,0.530769231,0.025543912,20653,0.015384615,0,0.530769231
1,C_4_M_2,org.apache.commons.math3.fitting.GaussianCurveFitterTest::testWithMaxIterations1,0,New,8,114,0.535087719,0.024531653,18240,0.035087719,0,0.535087719
1,C_4_M_3,org.apache.commons.math3.fitting.GaussianCurveFitterTest::testWithMaxIterations2,0,New,5,115,0.530434783,0.02410386,18390,0.034782609,0,0.530434783
1,C_4_M_4,org.apache.commons.math3.fitting.GaussianCurveFitterTest::testWithStartPoint,0,New,7,113,0.539823009,0.024681326,18090,0.026548673,0,0.539823009
1,C_4_M_5,org.apache.commons.math3.fitting.GaussianCurveFitterTest::testFit02,0,New,2,13,0.230769231,0.00248054,6477,0,0,0.230769231
1,C_4_M_6,org.apache.commons.math3.fitting.GaussianCurveFitterTest::testFit03,0,New,3,20,0.3,0.002424132,6760,0.1,0,0.3
1,C_4_M_7,org.apache.commons.math3.fitting.GaussianCurveFitterTest::testFit04,0,New,6,123,0.512195122,0.024792048,19590,0.016260163,0,0.512195122
1,C_4_M_8,org.apache.commons.math3.fitting.GaussianCurveFitterTest::testFit05,0,New,6,119,0.495798319,0.024509936,18990,0.016806723,0,0.495798319
1,C_4_M_9,org.apache.commons.math3.fitting.GaussianCurveFitterTest::testFit06,0,New,6,123,0.512195122,0.024792048,19590,0.016260163,0,0.512195122
1,C_4_M_10,org.apache.commons.math3.fitting.GaussianCurveFitterTest::testFit07,0,New,6,119,0.495798319,0.024509936,18990,0.016806723,0,0.495798319
1,C_4_M_11,org.apache.commons.math3.fitting.GaussianCurveFitterTest::testMath519,0,New,9,124,0.516129032,0.024687076,19741,0.016129032,0,0.516129032
1,C_4_M_12,org.apache.commons.math3.fitting.GaussianCurveFitterTest::testMath798,0,New,12,121,0.520661157,0.025081441,19290,0.016528926,0,0.520661157
1,C_5_M_1,org.apache.commons.math3.fitting.WeightedObservedPointsTest::testAdd1,0,New,7,12,0.5,0.002709322,6443,0.083333333,0,0.5
1,C_5_M_2,org.apache.commons.math3.fitting.WeightedObservedPointsTest::testAdd2,0,New,7,12,0.5,0.002709322,6443,0.083333333,0,0.5
1,C_5_M_3,org.apache.commons.math3.fitting.WeightedObservedPointsTest::testAdd3,0,New,6,13,0.461538462,0.002670085,6477,0.153846154,0,0.461538462
1,C_5_M_4,org.apache.commons.math3.fitting.WeightedObservedPointsTest::testClear,0,New,7,6,0.166666667,1.42E-04,6300,0.333333333,0,0.166666667
1,C_5_M_5,org.apache.commons.math3.fitting.WeightedObservedPointsTest::testToListCopy,0,New,10,6,0.166666667,1.42E-04,6300,0.333333333,0,0.166666667
1,C_6_M_1,org.apache.commons.math3.fitting.leastsquares.LevenbergMarquardtOptimizerTest::testShallowCopy,0,New,25,57,0.263157895,0.008713793,10145,0.070175439,0,0.263157895
1,C_7_M_1,org.apache.commons.math3.fitting.leastsquares.GaussNewtonOptimizerTest::testShallowCopy,0,New,9,51,0.31372549,0.009264977,9420,0.058823529,0,0.31372549
1,C_8_M_1,org.apache.commons.math3.fraction.FractionTest::testDigitLimitConstructor,1,Modified,9,17,0.588235294,0.011278034,6624,0,0,0.588235294
1,C_9_M_1,org.apache.commons.math3.fraction.BigFractionTest::testDigitLimitConstructor,1,Modified,9,12,0.666666667,0.010622286,6443,0,0,0.666666667
1,C_10_M_1,org.apache.commons.math3.linear.DiagonalMatrixTest::testPreMultiplyVector,0,New,9,26,0.730769231,0.012322061,7112,0.038461538,0,0.730769231
1,C_11_M_1,org.apache.commons.math3.ml.distance.EarthMoversDistanceTest::testZero,0,New,2,4,0.25,0.005709435,6282,0.25,0,0.25
1,C_11_M_2,org.apache.commons.math3.ml.distance.EarthMoversDistanceTest::testZero2,0,New,3,4,0.25,0.005709435,6282,0.25,0,0.25
1,C_11_M_3,org.apache.commons.math3.ml.distance.EarthMoversDistanceTest::test,0,New,4,4,0.25,0.005709435,6282,0.25,0,0.25
1,C_12_M_1,org.apache.commons.math3.util.CombinatoricsUtilsTest::test0Choose0,0,New,4,5,0,0,6290,0,0,0
1,C_12_M_2,org.apache.commons.math3.util.CombinatoricsUtilsTest::testBinomialCoefficient,0,New,24,14,0.285714286,0.006152944,6512,0,0,0.285714286
1,C_12_M_3,org.apache.commons.math3.util.CombinatoricsUtilsTest::testBinomialCoefficientFail,0,New,43,15,0.333333333,0.00403511,6549,0,0,0.333333333
1,C_12_M_4,org.apache.commons.math3.util.CombinatoricsUtilsTest::testBinomialCoefficientLarge,0,New,43,19,0.368421053,0.007696597,6712,0,0,0.368421053
1,C_12_M_5,org.apache.commons.math3.util.CombinatoricsUtilsTest::testFactorial,0,New,9,7,0.285714286,0.00523786,6316,0,0,0.285714286
1,C_12_M_6,org.apache.commons.math3.util.CombinatoricsUtilsTest::testFactorialFail,0,New,22,14,0.571428571,0.013495813,6512,0,0,0.571428571
1,C_12_M_7,org.apache.commons.math3.util.CombinatoricsUtilsTest::testStirlingS2,0,New,34,4,0,0,6282,0,0,0
1,C_12_M_8,org.apache.commons.math3.util.CombinatoricsUtilsTest::testStirlingS2NegativeN,0,New,2,6,0.5,0.003174905,6300,0,0,0.5
1,C_12_M_9,org.apache.commons.math3.util.CombinatoricsUtilsTest::testStirlingS2LargeK,0,New,2,6,0.5,0.003174905,6300,0,0,0.5
1,C_12_M_10,org.apache.commons.math3.util.CombinatoricsUtilsTest::testStirlingS2Overflow,0,New,2,9,0.333333333,0.002816927,6358,0,0,0.333333333
1,C_12_M_11,org.apache.commons.math3.util.CombinatoricsUtilsTest::testCombinationsIterator,0,New,23,16,0.0625,3.03E-04,6586,0,0,0.0625
1,C_12_M_12,org.apache.commons.math3.util.CombinatoricsUtilsTest::testCombinationsIteratorFail,0,New,11,8,0.375,0.002923045,6335,0,0,0.375
1,C_13_M_1,org.apache.commons.math3.util.ArithmeticUtilsTest::testGcdConsistency,0,Modified,21,24,0.416666667,0.007276994,6986,0,0,0.416666667
2,C_1_M_1,org.apache.commons.math3.distribution.HypergeometricDistributionTest::testMath1021,1,New,10,33,0.454545455,0.011055699,7569,0,0,0.454545455
2,C_2_M_1,org.apache.commons.math3.distribution.MultivariateNormalMixtureModelDistributionTest::testNonUnitWeightSum,0,Modified,8,84,0.928571429,0.03360079,13712,0,0,0.928571429
2,C_3_M_1,org.apache.commons.math3.fitting.leastsquares.LevenbergMarquardtOptimizerTest::testNonInvertible,0,New,6,123,0.569105691,0.026371282,19467,0.12195122,0,0.569105691
2,C_3_M_2,org.apache.commons.math3.fitting.leastsquares.LevenbergMarquardtOptimizerTest::testControlParameters,0,New,12,104,0.538461538,0.024228151,16636,0.163461538,0,0.538461538
2,C_3_M_3,org.apache.commons.math3.fitting.leastsquares.LevenbergMarquardtOptimizerTest::testBevington,0,New,25,120,0.541666667,0.025658198,19020,0.108333333,0,0.541666667
2,C_3_M_4,org.apache.commons.math3.fitting.leastsquares.LevenbergMarquardtOptimizerTest::testCircleFitting2,0,New,21,156,0.564102564,0.02841474,24469,0.08974359,0,0.564102564
2,C_4_M_1,org.apache.commons.math3.fitting.leastsquares.AbstractLeastSquaresOptimizerTestValidation::testParametersErrorMonteCarloObservations,0,New,46,152,0.585526316,0.028062072,23861,0.032894737,0,0.585526316
2,C_4_M_2,org.apache.commons.math3.fitting.leastsquares.AbstractLeastSquaresOptimizerTestValidation::testParametersErrorMonteCarloParameters,0,New,55,136,0.566176471,0.026506108,21429,0.058823529,0,0.566176471
2,C_5_M_1,org.apache.commons.math3.fitting.leastsquares.MinpackTest::testMinpackLinearFullRank,0,New,3,105,0.457142857,0.023087759,16785,0.2,0,0.457142857
2,C_5_M_2,org.apache.commons.math3.fitting.leastsquares.MinpackTest::testMinpackLinearRank1,0,New,3,106,0.452830189,0.022942651,16934,0.198113208,0,0.452830189
2,C_5_M_3,org.apache.commons.math3.fitting.leastsquares.MinpackTest::testMinpackLinearRank1ZeroColsAndRows,0,New,3,106,0.452830189,0.022942651,16934,0.198113208,0,0.452830189
2,C_5_M_4,org.apache.commons.math3.fitting.leastsquares.MinpackTest::testMinpackRosenbrok,0,New,4,106,0.452830189,0.022942651,16934,0.198113208,0,0.452830189
2,C_5_M_5,org.apache.commons.math3.fitting.leastsquares.MinpackTest::testMinpackHelicalValley,0,New,4,108,0.462962963,0.023428504,17232,0.194444444,0,0.462962963
2,C_5_M_6,org.apache.commons.math3.fitting.leastsquares.MinpackTest::testMinpackPowellSingular,0,New,4,105,0.457142857,0.023087759,16785,0.2,0,0.457142857
2,C_5_M_7,org.apache.commons.math3.fitting.leastsquares.MinpackTest::testMinpackFreudensteinRoth,0,New,4,106,0.452830189,0.022942651,16934,0.198113208,0,0.452830189
2,C_5_M_8,org.apache.commons.math3.fitting.leastsquares.MinpackTest::testMinpackBard,0,New,4,106,0.452830189,0.022942651,16934,0.198113208,0,0.452830189
2,C_5_M_9,org.apache.commons.math3.fitting.leastsquares.MinpackTest::testMinpackKowalikOsborne,0,New,4,108,0.444444444,0.022657995,17232,0.194444444,0,0.444444444
2,C_5_M_10,org.apache.commons.math3.fitting.leastsquares.MinpackTest::testMinpackMeyer,0,New,3,120,0.491666667,0.024486476,19020,0.175,0,0.491666667
2,C_5_M_11,org.apache.commons.math3.fitting.leastsquares.MinpackTest::testMinpackWatson,0,New,10,106,0.452830189,0.022942651,16934,0.198113208,0,0.452830189
2,C_5_M_12,org.apache.commons.math3.fitting.leastsquares.MinpackTest::testMinpackBox3Dimensional,0,New,2,107,0.46728972,0.024449957,17083,0.196261682,0,0.46728972
2,C_5_M_13,org.apache.commons.math3.fitting.leastsquares.MinpackTest::testMinpackJennrichSampson,0,New,2,108,0.462962963,0.024296641,17232,0.194444444,0,0.462962963
2,C_5_M_14,org.apache.commons.math3.fitting.leastsquares.MinpackTest::testMinpackBrownDennis,0,New,4,119,0.504201681,0.027402122,18871,0.176470588,0,0.504201681
2,C_5_M_15,org.apache.commons.math3.fitting.leastsquares.MinpackTest::testMinpackChebyquad,0,New,7,107,0.448598131,0.022799408,17083,0.196261682,0,0.448598131
2,C_5_M_16,org.apache.commons.math3.fitting.leastsquares.MinpackTest::testMinpackBrownAlmostLinear,0,New,6,106,0.452830189,0.022942651,16934,0.198113208,0,0.452830189
2,C_5_M_17,org.apache.commons.math3.fitting.leastsquares.MinpackTest::testMinpackOsborne1,0,New,2,108,0.462962963,0.024296641,17232,0.194444444,0,0.462962963
2,C_5_M_18,org.apache.commons.math3.fitting.leastsquares.MinpackTest::testMinpackOsborne2,0,New,2,108,0.462962963,0.024296641,17232,0.194444444,0,0.462962963
2,C_6_M_1,org.apache.commons.math3.fitting.leastsquares.GaussNewtonOptimizerTest::testMoreEstimatedParametersSimple,0,New,2,89,0.561797753,0.022126759,14435,0.123595506,0,0.561797753
2,C_6_M_2,org.apache.commons.math3.fitting.leastsquares.GaussNewtonOptimizerTest::testMoreEstimatedParametersUnsorted,0,New,2,89,0.561797753,0.022126759,14435,0.123595506,0,0.561797753
2,C_6_M_3,org.apache.commons.math3.fitting.leastsquares.GaussNewtonOptimizerTest::testMaxEvaluations,0,New,9,101,0.623762376,0.024915397,16192,0.118811881,0,0.623762376
2,C_6_M_4,org.apache.commons.math3.fitting.leastsquares.GaussNewtonOptimizerTest::testCircleFittingBadInit,0,New,2,103,0.601941748,0.024448685,16488,0.116504854,0,0.601941748
2,C_6_M_5,org.apache.commons.math3.fitting.leastsquares.GaussNewtonOptimizerTest::testHahn1,0,New,2,4,0,0,6249,0,0,0
2,C_9_M_1,org.apache.commons.math3.genetics.OnePointCrossoverTest::testCrossover,0,Modified,23,15,0.266666667,0.001845009,6516,0,0,0.266666667
2,C_10_M_1,org.apache.commons.math3.genetics.UniformCrossoverTest::testCrossoverDimensionMismatchException,0,Modified,7,13,0.307692308,0.002801691,6444,0,0,0.307692308
2,C_11_M_1,org.apache.commons.math3.primes.PrimesTest::testIsPrime,0,Modified,10,3,0,0,6243,0,0,0
2,C_13_M_1,org.apache.commons.math3.stat.StatUtilsTest::testMode,0,New,34,24,0.708333333,0.013012915,6953,0,0,0.708333333
2,C_14_M_1,org.apache.commons.math3.stat.FrequencyTest::testNonComparableCumPct,0,New,4,11,0.727272727,0.004040404,6380,0,0,0.727272727
2,C_14_M_2,org.apache.commons.math3.stat.FrequencyTest::testNonComparablePct,0,New,4,9,0.777777778,0.004109139,6325,0,0,0.777777778
2,C_14_M_3,org.apache.commons.math3.stat.FrequencyTest::testMode,0,Modified,24,10,0.6,0.005309658,6352,0,0,0.6
2,C_14_M_4,org.apache.commons.math3.stat.FrequencyTest::testModeDoubleNan,0,New,21,10,0.6,0.005309658,6352,0,0,0.6
2,C_14_M_5,org.apache.commons.math3.stat.FrequencyTest::testModeFloatNan,0,New,21,10,0.6,0.005309658,6352,0,0,0.6
2,C_15_M_1,org.apache.commons.math3.util.MathArraysTest::testShuffleTail,0,New,16,13,0.307692308,0.005410579,6444,0.076923077,0,0.307692308
2,C_15_M_2,org.apache.commons.math3.util.MathArraysTest::testShuffleHead,0,New,16,11,0.363636364,0.005695968,6380,0.090909091,0,0.363636364
2,C_16_M_1,org.apache.commons.math3.util.MultidimensionalCounterTest::testIterationConsistency,0,Modified,24,14,0.928571429,0.003605098,6479,0,1,0.928571429
2,C_17_M_1,org.apache.commons.math3.util.PairTest::testAccessor,0,Modified,4,4,0.75,0.002950777,6249,0,0,0.75
3,C_1_M_1,org.apache.commons.math3.analysis.integration.MidPointIntegratorTest::testLowAccuracy,0,New,11,24,0.458333333,0.017540955,6929,0.083333333,0,0.458333333
3,C_1_M_2,org.apache.commons.math3.analysis.integration.MidPointIntegratorTest::testSinFunction,0,New,19,34,0.588235294,0.024329134,7614,0.058823529,0,0.588235294
3,C_1_M_3,org.apache.commons.math3.analysis.integration.MidPointIntegratorTest::testQuinticFunction,0,New,27,25,0.44,0.017287931,6990,0.08,0,0.44
3,C_1_M_4,org.apache.commons.math3.analysis.integration.MidPointIntegratorTest::testParameters,0,New,17,18,0.555555556,0.010886318,6617,0,0,0.555555556
3,C_2_M_1,org.apache.commons.math3.analysis.integration.IterativeLegendreGaussIntegratorTest::testNormalDistributionWithLargeSigma,0,New,11,59,0.423728814,0.022055602,10271,0,0,0.423728814
3,C_3_M_1,org.apache.commons.math3.analysis.integration.gauss.GaussIntegratorTest::testGetWeights,0,New,8,8,0.25,4.80E-04,6294,0.125,0,0.25
3,C_3_M_2,org.apache.commons.math3.analysis.integration.gauss.GaussIntegratorTest::testGetPoints,0,New,8,8,0.25,4.80E-04,6294,0.125,0,0.25
3,C_3_M_3,org.apache.commons.math3.analysis.integration.gauss.GaussIntegratorTest::testIntegrate,0,New,8,9,0.222222222,4.67E-04,6316,0,0,0.222222222
3,C_4_M_1,org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunctionTest::testIsValidPoint,0,New,44,16,0.4375,0.003040819,6537,0.0625,0,0.4375
3,C_5_M_1,org.apache.commons.math3.analysis.polynomials.PolynomialSplineFunctionTest::testIsValidPoint,0,New,23,15,0.733333333,0.006958564,6501,0.066666667,0,0.733333333
3,C_6_M_1,org.apache.commons.math3.distribution.WeibullDistributionTest::testAlpha,0,Modified,8,21,0.619047619,0.011692408,6758,0,0,0.619047619
3,C_6_M_2,org.apache.commons.math3.distribution.WeibullDistributionTest::testBeta,0,Modified,8,21,0.619047619,0.011692408,6758,0,0,0.619047619
3,C_7_M_1,org.apache.commons.math3.fitting.PolynomialFitterTest::testMath798WithToleranceTooLow,0,Modified,6,134,0.917910448,0.03458094,20993,0.007462687,0,0.917910448
3,C_8_M_1,org.apache.commons.math3.fitting.HarmonicFitterTest::testMath844,0,Modified,8,11,0.454545455,0.002931176,6369,0,0,0.454545455
3,C_9_M_1,org.apache.commons.math3.linear.EigenDecompositionTest::testSquareRootNonSymmetric,0,Modified,4,68,0.661764706,0.031165035,11390,0,0,0.661764706
3,C_9_M_2,org.apache.commons.math3.linear.EigenDecompositionTest::testSquareRootNonPositiveDefinite,0,Modified,4,53,0.867924528,0.033760865,9554,0,0,0.867924528
3,C_10_M_1,org.apache.commons.math3.optimization.fitting.HarmonicFitterTest::testMath844,0,Modified,8,11,0.727272727,0.004677461,6369,0,1,0.727272727
3,C_12_M_1,org.apache.commons.math3.stat.StatUtilsTest::testStats,0,Modified,9,36,0.638888889,0.013800504,7780,0,0,0.638888889
3,C_12_M_2,org.apache.commons.math3.stat.StatUtilsTest::testN0andN1Conditions,0,Modified,7,14,0.785714286,0.007822509,6465,0,0,0.785714286
3,C_12_M_3,org.apache.commons.math3.stat.StatUtilsTest::testSumSq,0,Modified,21,11,0.545454545,0.004641324,6369,0,0,0.545454545
3,C_12_M_4,org.apache.commons.math3.stat.StatUtilsTest::testProduct,0,Modified,21,11,0.545454545,0.004641324,6369,0,0,0.545454545
3,C_12_M_5,org.apache.commons.math3.stat.StatUtilsTest::testSumLog,0,Modified,21,13,0.692307692,0.009495451,6431,0,0,0.692307692
3,C_12_M_6,org.apache.commons.math3.stat.StatUtilsTest::testMean,0,Modified,13,12,0.75,0.007841849,6398,0,0,0.75
3,C_12_M_7,org.apache.commons.math3.stat.StatUtilsTest::testVariance,0,Modified,15,20,0.8,0.011012505,6707,0,0,0.8
3,C_12_M_8,org.apache.commons.math3.stat.StatUtilsTest::testPopulationVariance,0,Modified,15,23,0.782608696,0.012126405,6871,0,0,0.782608696
3,C_12_M_9,org.apache.commons.math3.stat.StatUtilsTest::testMax,0,Modified,21,12,0.583333333,0.00520451,6398,0,0,0.583333333
3,C_12_M_10,org.apache.commons.math3.stat.StatUtilsTest::testMin,0,Modified,21,12,0.583333333,0.00520451,6398,0,0,0.583333333
3,C_12_M_11,org.apache.commons.math3.stat.StatUtilsTest::testPercentile,0,Modified,21,16,0.5,0.005576028,6537,0,0,0.5
3,C_12_M_12,org.apache.commons.math3.stat.StatUtilsTest::testDifferenceStats,0,Modified,25,26,0.653846154,0.010371511,7053,0,0,0.653846154
3,C_13_M_1,org.apache.commons.math3.stat.FrequencyTest::testCounts,0,Modified,64,28,0.5,0.003434535,7184,0,0,0.5
3,C_13_M_2,org.apache.commons.math3.stat.FrequencyTest::testPcts,0,Modified,21,20,0.8,0.005563347,6707,0,1,0.8
3,C_13_M_3,org.apache.commons.math3.stat.FrequencyTest::testAdd,0,Modified,27,20,0.7,0.005725684,6707,0,2,0.7
3,C_13_M_4,org.apache.commons.math3.stat.FrequencyTest::testToString,0,Modified,16,16,0.75,0.004656381,6537,0,0,0.75
3,C_13_M_5,org.apache.commons.math3.stat.FrequencyTest::testIntegerValues,0,Modified,18,17,0.647058824,0.004067588,6574,0,0,0.647058824
3,C_13_M_6,org.apache.commons.math3.stat.FrequencyTest::testSerial,0,Modified,6,9,0.555555556,0.003387636,6316,0,0,0.555555556
3,C_13_M_7,org.apache.commons.math3.stat.FrequencyTest::testGetUniqueCount,0,Modified,8,8,0.625,0.003616813,6294,0,0,0.625
3,C_13_M_8,org.apache.commons.math3.stat.FrequencyTest::testIncrement,0,Modified,8,7,0.428571429,0.003187556,6276,0,0,0.428571429
3,C_13_M_9,org.apache.commons.math3.stat.FrequencyTest::testMerge,0,Modified,21,13,0.538461538,0.003768509,6431,0,0,0.538461538
3,C_13_M_10,org.apache.commons.math3.stat.FrequencyTest::testMergeCollection,0,Modified,18,13,0.461538462,0.003474418,6431,0,0,0.461538462
3,C_14_M_1,org.apache.commons.math3.util.MathArraysTest::testSortInPlaceDecresasingOrder,0,New,20,7,0.428571429,0.002776851,6276,0,0,0.428571429
3,C_14_M_2,org.apache.commons.math3.util.MathArraysTest::testLinearCombinationWithSingleElementArray,1,New,4,2,0,0,6236,0,0,0
4,C_1_M_1,org.apache.commons.math3.distribution.GeometricDistributionTest::testMoments,0,New,9,19,0.421052632,0.007092032,6597,0.105263158,0,0.421052632
4,C_2_M_1,org.apache.commons.math3.distribution.UniformRealDistributionTest::testInverseCumulativeDistribution,0,New,3,19,0.894736842,0.013512974,6597,0.052631579,0,0.894736842
4,C_3_M_1,org.apache.commons.math3.distribution.ParetoDistributionTest::testQuantiles,0,New,15,48,0.479166667,0.013167897,8881,0.104166667,0,0.479166667
4,C_3_M_2,org.apache.commons.math3.distribution.ParetoDistributionTest::testInverseCumulativeProbabilityExtremes,0,New,4,26,0.423076923,0.008439666,6990,0.076923077,0,0.423076923
4,C_3_M_3,org.apache.commons.math3.distribution.ParetoDistributionTest::testGetScale,0,New,3,20,0.45,0.009269869,6644,0.05,0,0.45
4,C_3_M_4,org.apache.commons.math3.distribution.ParetoDistributionTest::testGetShape,0,New,3,20,0.45,0.009269869,6644,0.05,0,0.45
4,C_3_M_5,org.apache.commons.math3.distribution.ParetoDistributionTest::testPreconditions,0,New,2,22,0.545454545,0.010959602,6751,0,0,0.545454545
4,C_3_M_6,org.apache.commons.math3.distribution.ParetoDistributionTest::testDensity,0,New,4,23,0.52173913,0.013907714,6808,0.043478261,0,0.52173913
4,C_3_M_7,org.apache.commons.math3.distribution.ParetoDistributionTest::testExtremeValues,0,New,14,22,0.545454545,0.014192217,6751,0.045454545,0,0.545454545
4,C_3_M_8,org.apache.commons.math3.distribution.ParetoDistributionTest::testMeanVariance,0,New,9,20,0.45,0.009269869,6644,0.1,0,0.45
4,C_4_M_1,org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximizationTest::testInitialMixture,0,Modified,19,127,0.850393701,0.031360887,19689,0,0,0.850393701
4,C_4_M_2,org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximizationTest::testFit,0,Modified,28,136,0.786764706,0.029763815,21021,0,0,0.786764706
4,C_5_M_1,org.apache.commons.math3.geometry.euclidean.threed.SubLineTest::testIntersectionNotIntersecting,1,New,5,31,0.677419355,0.005788601,7325,0,0,0.677419355
4,C_6_M_1,org.apache.commons.math3.geometry.euclidean.twod.SubLineTest::testIntersectionParallel,1,New,5,32,0.9375,0.012633668,7396,0,0,0.9375
4,C_7_M_1,org.apache.commons.math3.linear.MatrixUtilsTest::testBlockInverseNonInvertible,0,New,3,58,0.74137931,0.031926573,10035,0,0,0.74137931
4,C_8_M_1,org.apache.commons.math3.ml.clustering.KMeansPlusPlusClustererTest::testPerformClusterAnalysisDegenerate,0,New,10,24,0.125,0.006502084,6866,0.208333333,0,0.125
4,C_8_M_2,org.apache.commons.math3.ml.clustering.KMeansPlusPlusClustererTest::testCertainSpace,0,New,33,22,0.136363636,0.006758775,6751,0.181818182,0,0.136363636
4,C_8_M_3,org.apache.commons.math3.ml.clustering.KMeansPlusPlusClustererTest::testSmallDistances,0,New,24,21,0.142857143,0.006896293,6695,0.238095238,0,0.142857143
4,C_8_M_4,org.apache.commons.math3.ml.clustering.KMeansPlusPlusClustererTest::testPerformClusterAnalysisToManyClusters,0,New,4,12,0.416666667,0.00677135,6335,0,0,0.416666667
4,C_9_M_1,org.apache.commons.math3.ml.clustering.FuzzyKMeansClustererTest::testCluster,0,New,29,29,0.310344828,0.016512001,7187,0.344827586,0,0.310344828
4,C_9_M_2,org.apache.commons.math3.ml.clustering.FuzzyKMeansClustererTest::testTooSmallFuzzynessFactor,0,New,2,8,0.5,0.004087755,6231,0,0,0.5
4,C_9_M_3,org.apache.commons.math3.ml.clustering.FuzzyKMeansClustererTest::testNullDataset,0,New,3,10,0.5,0.007224374,6279,0,0,0.5
4,C_9_M_4,org.apache.commons.math3.ml.clustering.FuzzyKMeansClustererTest::testGetters,0,New,10,10,0.1,0.00100884,6279,0.6,0,0.1
4,C_10_M_1,org.apache.commons.math3.ml.clustering.DBSCANClustererTest::testCluster,0,New,25,20,0.1,0.006290445,6644,0.25,0,0.1
4,C_10_M_2,org.apache.commons.math3.ml.clustering.DBSCANClustererTest::testSingleLink,0,New,7,19,0.105263158,0.006422984,6597,0.263157895,0,0.105263158
4,C_10_M_3,org.apache.commons.math3.ml.clustering.DBSCANClustererTest::testGetEps,0,New,3,4,0,0,6182,0.25,0,0
4,C_10_M_4,org.apache.commons.math3.ml.clustering.DBSCANClustererTest::testGetMinPts,0,New,3,4,0,0,6182,0.25,0,0
4,C_10_M_5,org.apache.commons.math3.ml.clustering.DBSCANClustererTest::testNegativeEps,0,New,2,7,0.428571429,0.003120993,6213,0,0,0.428571429
4,C_10_M_6,org.apache.commons.math3.ml.clustering.DBSCANClustererTest::testNegativeMinPts,0,New,2,7,0.428571429,0.003120993,6213,0,0,0.428571429
4,C_10_M_7,org.apache.commons.math3.ml.clustering.DBSCANClustererTest::testNullDataset,0,New,3,9,0.444444444,0.006437122,6253,0,0,0.444444444
4,C_11_M_1,org.apache.commons.math3.ml.distance.ChebyshevDistanceTest::testZero,0,New,3,6,0.333333333,0.00860381,6198,0.166666667,0,0.333333333
4,C_11_M_2,org.apache.commons.math3.ml.distance.ChebyshevDistanceTest::test,0,New,6,6,0.333333333,0.00860381,6198,0.166666667,0,0.333333333
4,C_12_M_1,org.apache.commons.math3.ml.distance.CanberraDistanceTest::testZero,0,New,3,4,0.25,0.00567196,6182,0.25,0,0.25
4,C_12_M_2,org.apache.commons.math3.ml.distance.CanberraDistanceTest::testZero2,0,New,3,4,0.25,0.00567196,6182,0.25,0,0.25
4,C_12_M_3,org.apache.commons.math3.ml.distance.CanberraDistanceTest::test,0,New,6,4,0.25,0.00567196,6182,0.25,0,0.25
4,C_13_M_1,org.apache.commons.math3.ml.distance.ManhattanDistanceTest::testZero,0,New,3,5,0.2,0.005522668,6189,0.2,0,0.2
4,C_13_M_2,org.apache.commons.math3.ml.distance.ManhattanDistanceTest::test,0,New,6,5,0.2,0.005522668,6189,0.2,0,0.2
4,C_14_M_1,org.apache.commons.math3.ml.distance.EuclideanDistanceTest::testZero,0,New,3,5,0.2,0.005336928,6189,0.2,0,0.2
4,C_14_M_2,org.apache.commons.math3.ml.distance.EuclideanDistanceTest::test,0,New,6,5,0.2,0.005336928,6189,0.2,0,0.2
4,C_15_M_1,org.apache.commons.math3.ode.events.ReappearingEventTest::testDormandPrince,0,Modified,3,103,0.873786408,0.0263623,16179,0.048543689,0,0.873786408
4,C_15_M_2,org.apache.commons.math3.ode.events.ReappearingEventTest::testGragg,0,Modified,3,100,0.7,0.022573115,15744,0.05,0,0.7
4,C_16_M_1,org.apache.commons.math3.random.EmpiricalDistributionTest::testLoad,0,Modified,6,82,0.670731707,0.029912537,13178,0,0,0.670731707
4,C_17_M_1,org.apache.commons.math3.random.HaltonSequenceGeneratorTest::test3DReference,0,New,6,7,0.142857143,0.003784351,6213,0.428571429,0,0.142857143
