rank_Traditional_Model#rank_Proposed_Model
1#0.25
0.359348199#0.048027444
0.555555556#0.444444444
0.328358209#0.164179104
0.982394366#0.692957746
0.785714286#0.876190476
0.139534884#0.11627907
0.125#0.125
0.01010101#0.101010101
0.108013937#0.107247387
0.13559322#0.033898305
0.811881188#0.541584158
0.391304348#0.173913043
0.166666667#0.166666667
1#0.7
0.685172414#0.459655172
0.4#0.066666667
0.965517241#0.765517241
0.666666667#0.666666667
0.972222222#0.644444444
0.029411765#0.147058824
0.636363636#0.572727273
0.229508197#0.262295082
0.066666667#0.088888889
0.4#0.4
0.263157895#0.320175439
0.153846154#0.153846154
0.140243902#0.170731707
0.2#0.4
0.01754386#0.01754386
0.142857143#0.142857143
0.03030303#0.015151515
0.071428571#0.071428571
0.090909091#0.090909091
0.047619048#0.047619048
0.7#0.7
0.369565217#0.813043478
0.2#0.2
0.25#0.333333333
0.6#0.6
